Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
New York, NY	March 2021	Multi-Family (2-4 Unit)	$2,865		$3,223		$2,714		$796,500	9.0%
New York, NY	March 2021	Single Family Residential	$2,865		$2,378		$2,003		$587,800	11.1%
New York, NY	March 2021	Townhouse	$2,865		$2,731		$2,300		$675,000	5.8%
New York, NY	April 2021	All Residential	$3,067		$2,603		$2,192		$645,000	12.2%
New York, NY	April 2021	Condo/Co-op	$3,067		$2,442		$2,056		$605,000	4.0%
New York, NY	April 2021	Multi-Family (2-4 Unit)	$3,067		$3,229		$2,719		$800,000	15.1%
New York, NY	April 2021	Single Family Residential	$3,067		$2,506		$2,111		$621,000	14.8%
New York, NY	April 2021	Townhouse	$3,067		$2,809		$2,366		$696,000	23.7%
New York, NY	May 2021	All Residential	$3,221		$2,572		$2,166		$645,500	13.3%
New York, NY	May 2021	Condo/Co-op	$3,221		$2,451		$2,064		$615,000	6.0%
New York, NY	May 2021	Multi-Family (2-4 Unit)	$3,221		$3,136		$2,641		$787,000	7.1%
New York, NY	May 2021	Single Family Residential	$3,221		$2,490		$2,097		$625,000	15.7%
New York, NY	May 2021	Townhouse	$3,221		$2,821		$2,376		$708,000	16.5%
New York, NY	June 2021	All Residential	$3,286		$2,689		$2,264		$673,057	19.1%
New York, NY	June 2021	Condo/Co-op	$3,286		$2,597		$2,187		$650,000	22.6%
New York, NY	June 2021	Multi-Family (2-4 Unit)	$3,286		$3,316		$2,792		$829,999	10.8%
New York, NY	June 2021	Single Family Residential	$3,286		$2,597		$2,187		$650,000	18.2%
New York, NY	June 2021	Townhouse	$3,286		$2,866		$2,414		$717,500	11.7%
New York, NY	July 2021	All Residential	$3,421		$2,659		$2,239		$675,000	19.1%
New York, NY	July 2021	Condo/Co-op	$3,421		$2,560		$2,156		$650,000	32.7%
New York, NY	July 2021	Multi-Family (2-4 Unit)	$3,421		$3,309		$2,786		$840,000	18.8%
New York, NY	July 2021	Single Family Residential	$3,421		$2,564		$2,159		$651,000	14.2%
New York, NY	July 2021	Townhouse	$3,421		$2,757		$2,322		$700,000	23.7%
New York, NY	August 2021	All Residential	$3,485		$2,649		$2,230		$675,000	18.0%
New York, NY	August 2021	Condo/Co-op	$3,485		$2,556		$2,152		$651,340	38.6%
New York, NY	August 2021	Multi-Family (2-4 Unit)	$3,485		$3,257		$2,742		$830,000	22.1%
New York, NY	August 2021	Single Family Residential	$3,485		$2,570		$2,164		$655,000	12.9%
New York, NY	August 2021	Townhouse	$3,485		$2,766		$2,329		$705,000	16.0%
New York, NY	September 2021	All Residential	$3,580		$2,610		$2,198		$660,000	14.8%
New York, NY	September 2021	Condo/Co-op	$3,580		$2,488		$2,095		$629,280	33.9%
New York, NY	September 2021	Multi-Family (2-4 Unit)	$3,580		$3,361		$2,830		$850,000	24.5%
New York, NY	September 2021	Single Family Residential	$3,580		$2,511		$2,114		$635,000	9.5%
New York, NY	September 2021	Townhouse	$3,580		$2,768		$2,331		$700,000	16.9%
New York, NY	October 2021	All Residential	$3,665		$2,627		$2,212		$650,000	12.1%
New York, NY	October 2021	Condo/Co-op	$3,665		$2,465		$2,076		$610,000	25.8%
New York, NY	October 2021	Multi-Family (2-4 Unit)	$3,665		$3,324		$2,799		$822,500	10.8%
New York, NY	October 2021	Single Family Residential	$3,665		$2,506		$2,110		$620,000	7.3%
New York, NY	October 2021	Townhouse	$3,665		$3,071		$2,586		$760,000	20.2%
New York, NY	November 2021	All Residential	$3,751		$2,627		$2,212		$650,000	11.1%
New York, NY	November 2021	Condo/Co-op	$3,751		$2,405		$2,025		$595,000	17.8%
New York, NY	November 2021	Multi-Family (2-4 Unit)	$3,751		$3,354		$2,825		$830,000	16.7%
New York, NY	November 2021	Single Family Residential	$3,751		$2,528		$2,129		$625,500	7.8%
New York, NY	November 2021	Townhouse	$3,751		$3,031		$2,552		$750,000	13.6%
New York, NY	December 2021	All Residential	$3,718		$2,617		$2,203		$645,000	9.3%
New York, NY	December 2021	Condo/Co-op	$3,718		$2,414		$2,033		$595,000	16.7%
New York, NY	December 2021	Multi-Family (2-4 Unit)	$3,718		$3,326		$2,801		$820,000	11.1%
New York, NY	December 2021	Single Family Residential	$3,718		$2,495		$2,101		$615,000	6.0%
New York, NY	December 2021	Townhouse	$3,718		$2,941		$2,477		$725,000	10.9%
New York, NY	January 2022	All Residential	$3,743		$2,798		$2,356		$660,000	10.9%
New York, NY	January 2022	Condo/Co-op	$3,743		$2,544		$2,142		$600,000	13.2%
New York, NY	January 2022	Multi-Family (2-4 Unit)	$3,743		$3,710		$3,124		$875,000	17.8%
New York, NY	January 2022	Single Family Residential	$3,743		$2,667		$2,246		$629,000	8.4%
New York, NY	January 2022	Townhouse	$3,743		$3,557		$2,995		$839,000	29.1%
New York, NY	February 2022	All Residential	$3,858	35.7%	$2,951	26.3%	$2,485	26.3%	$670,000	12.0%
New York, NY	February 2022	Condo/Co-op	$3,858	35.7%	$2,687	27.3%	$2,263	27.3%	$610,000	13.0%
New York, NY	February 2022	Multi-Family (2-4 Unit)	$3,858	35.7%	$3,898	34.8%	$3,283	34.8%	$885,000	19.6%
New York, NY	February 2022	Single Family Residential	$3,858	35.7%	$2,841	25.3%	$2,393	25.3%	$645,000	11.2%
New York, NY	February 2022	Townhouse	$3,858	35.7%	$3,524	27.3%	$2,968	27.3%	$800,000	13.0%
New York, NY	March 2022	All Residential	$3,870	35.1%	$3,125	23.6%	$2,631	23.6%	$675,000	8.0%
New York, NY	March 2022	Condo/Co-op	$3,870	35.1%	$2,893	15.3%	$2,436	15.3%	$625,000	0.8%
New York, NY	March 2022	Multi-Family (2-4 Unit)	$3,870	35.1%	$3,958	22.8%	$3,333	22.8%	$855,000	7.3%
New York, NY	March 2022	Single Family Residential	$3,870	35.1%	$3,009	26.5%	$2,534	26.5%	$650,000	10.6%
New York, NY	March 2022	Townhouse	$3,870	35.1%	$3,703	35.6%	$3,119	35.6%	$800,000	18.5%
New York, NY	April 2022	All Residential	$3,925	28.0%	$3,460	32.9%	$2,914	32.9%	$680,000	5.4%
New York, NY	April 2022	Condo/Co-op	$3,925	28.0%	$3,206	31.3%	$2,699	31.3%	$630,000	4.1%
New York, NY	April 2022	Multi-Family (2-4 Unit)	$3,925	28.0%	$4,325	33.9%	$3,642	33.9%	$850,000	6.3%
New York, NY	April 2022	Single Family Residential	$3,925	28.0%	$3,307	32.0%	$2,785	32.0%	$650,000	4.7%
New York, NY	April 2022	Townhouse	$3,925	28.0%	$4,427	57.6%	$3,728	57.6%	$870,000	25.0%
New York, NY	May 2022	All Residential	$4,008	24.4%	$3,622	40.8%	$3,050	40.8%	$692,000	7.2%
New York, NY	May 2022	Condo/Co-op	$4,008	24.4%	$3,250	32.6%	$2,737	32.6%	$621,000	1.0%
New York, NY	May 2022	Multi-Family (2-4 Unit)	$4,008	24.4%	$4,528	44.4%	$3,813	44.4%	$865,000	9.9%
New York, NY	May 2022	Single Family Residential	$4,008	24.4%	$3,571	43.4%	$3,007	43.4%	$682,250	9.2%
New York, NY	May 2022	Townhouse	$4,008	24.4%	$4,789	69.8%	$4,033	69.8%	$915,000	29.2%
New York, NY	June 2022	All Residential	$4,157	26.5%	$3,811	41.7%	$3,209	41.7%	$705,000	4.7%
New York, NY	June 2022	Condo/Co-op	$4,157	26.5%	$3,460	33.2%	$2,914	33.2%	$640,000	-1.5%
New York, NY	June 2022	Multi-Family (2-4 Unit)	$4,157	26.5%	$4,676	41.0%	$3,938	41.0%	$865,000	4.2%
New York, NY	June 2022	Single Family Residential	$4,157	26.5%	$3,757	44.7%	$3,164	44.7%	$695,000	6.9%
New York, NY	June 2022	Townhouse	$4,157	26.5%	$4,730	65.0%	$3,983	65.0%	$875,000	22.0%
Newark, NJ	February 2021	All Residential	$2,843		$1,603		$1,349		$410,000	17.2%
Newark, NJ	February 2021	Condo/Co-op	$2,843		$942		$793		$241,000	2.2%
Newark, NJ	February 2021	Multi-Family (2-4 Unit)	$2,843		$1,642		$1,382		$420,000	20.0%
Newark, NJ	February 2021	Single Family Residential	$2,843		$1,622		$1,366		$415,000	18.6%
Newark, NJ	February 2021	Townhouse	$2,843		$1,427		$1,201		$365,000	14.1%
Newark, NJ	March 2021	All Residential	$2,865		$1,720		$1,448		$425,000	17.7%
Newark, NJ	March 2021	Condo/Co-op	$2,865		$931		$784		$230,000	4.1%
Newark, NJ	March 2021	Multi-Family (2-4 Unit)	$2,865		$1,720		$1,448		$425,000	16.4%
Newark, NJ	March 2021	Single Family Residential	$2,865		$1,780		$1,499		$440,000	20.5%
Newark, NJ	March 2021	Townhouse	$2,865		$1,517		$1,278		$375,000	9.3%
Newark, NJ	April 2021	All Residential	$3,067		$1,816		$1,529		$450,000	10.6%
Newark, NJ	April 2021	Condo/Co-op	$3,067		$1,030		$867		$255,100	0.0%
Newark, NJ	April 2021	Multi-Family (2-4 Unit)	$3,067		$1,776		$1,495		$440,000	8.0%
Newark, NJ	April 2021	Single Family Residential	$3,067		$1,840		$1,550		$456,000	10.9%
Newark, NJ	April 2021	Townhouse	$3,067		$1,489		$1,254		$369,000	-11.6%
Newark, NJ	May 2021	All Residential	$3,221		$1,813		$1,527		$455,000	19.1%
Newark, NJ	May 2021	Condo/Co-op	$3,221		$923		$778		$231,750	-1.8%
Newark, NJ	May 2021	Multi-Family (2-4 Unit)	$3,221		$1,793		$1,510		$450,000	28.6%
Newark, NJ	May 2021	Single Family Residential	$3,221		$1,877		$1,580		$471,000	20.8%
Newark, NJ	May 2021	Townhouse	$3,221		$1,534		$1,292		$385,000	-7.2%
Newark, NJ	June 2021	All Residential	$3,286		$1,964		$1,654		$491,500	22.9%
Newark, NJ	June 2021	Condo/Co-op	$3,286		$1,210		$1,019		$302,926	41.2%
Newark, NJ	June 2021	Multi-Family (2-4 Unit)	$3,286		$1,838		$1,548		$460,000	26.0%
Newark, NJ	June 2021	Single Family Residential	$3,286		$2,007		$1,691		$502,500	22.6%
Newark, NJ	June 2021	Townhouse	$3,286		$1,720		$1,448		$430,500	12.5%
Newark, NJ	July 2021	All Residential	$3,421		$1,930		$1,625		$490,000	19.5%
Newark, NJ	July 2021	Condo/Co-op	$3,421		$993		$836		$252,000	14.2%
Newark, NJ	July 2021	Multi-Family (2-4 Unit)	$3,421		$1,871		$1,576		$475,000	24.2%
Newark, NJ	July 2021	Single Family Residential	$3,421		$1,989		$1,675		$505,000	20.2%
Newark, NJ	July 2021	Townhouse	$3,421		$1,576		$1,327		$400,000	24.2%
Newark, NJ	August 2021	All Residential	$3,485		$1,903		$1,603		$485,000	9.0%
Newark, NJ	August 2021	Condo/Co-op	$3,485		$1,089		$917		$277,450	20.1%
Newark, NJ	August 2021	Multi-Family (2-4 Unit)	$3,485		$1,825		$1,536		$465,000	16.3%
Newark, NJ	August 2021	Single Family Residential	$3,485		$1,958		$1,649		$499,000	8.7%
Newark, NJ	August 2021	Townhouse	$3,485		$1,746		$1,470		$445,000	16.6%
Newark, NJ	September 2021	All Residential	$3,580		$1,819		$1,532		$460,000	5.7%
Newark, NJ	September 2021	Condo/Co-op	$3,580		$989		$832		$250,000	4.2%
Newark, NJ	September 2021	Multi-Family (2-4 Unit)	$3,580		$1,799		$1,515		$455,000	14.5%
Newark, NJ	September 2021	Single Family Residential	$3,580		$1,862		$1,568		$470,950	4.7%
Newark, NJ	September 2021	Townhouse	$3,580		$1,404		$1,182		$355,000	-16.0%
Newark, NJ	October 2021	All Residential	$3,665		$1,839		$1,548		$455,000	5.8%
Newark, NJ	October 2021	Condo/Co-op	$3,665		$1,055		$888		$261,000	14.0%
Newark, NJ	October 2021	Multi-Family (2-4 Unit)	$3,665		$1,889		$1,591		$467,450	16.9%
Newark, NJ	October 2021	Single Family Residential	$3,665		$1,859		$1,565		$460,000	4.3%
Newark, NJ	October 2021	Townhouse	$3,665		$1,857		$1,564		$459,500	6.4%
Newark, NJ	November 2021	All Residential	$3,751		$1,819		$1,531		$450,000	4.4%
Newark, NJ	November 2021	Condo/Co-op	$3,751		$1,084		$913		$268,250	13.7%
Newark, NJ	November 2021	Multi-Family (2-4 Unit)	$3,751		$1,993		$1,679		$493,250	22.8%
Newark, NJ	November 2021	Single Family Residential	$3,751		$1,819		$1,531		$450,000	1.1%
Newark, NJ	November 2021	Townhouse	$3,751		$1,538		$1,295		$380,500	-14.3%
Newark, NJ	December 2021	All Residential	$3,718		$1,866		$1,571		$460,000	8.2%
Newark, NJ	December 2021	Condo/Co-op	$3,718		$917		$772		$226,000	-9.6%
Newark, NJ	December 2021	Multi-Family (2-4 Unit)	$3,718		$1,886		$1,589		$465,000	9.5%
Newark, NJ	December 2021	Single Family Residential	$3,718		$1,886		$1,589		$465,000	7.8%
Newark, NJ	December 2021	Townhouse	$3,718		$1,587		$1,337		$391,250	15.1%
Newark, NJ	January 2022	All Residential	$3,743		$1,908		$1,607		$450,000	5.9%
Newark, NJ	January 2022	Condo/Co-op	$3,743		$1,028		$866		$242,500	5.4%
Newark, NJ	January 2022	Multi-Family (2-4 Unit)	$3,743		$2,031		$1,710		$479,000	8.6%
Newark, NJ	January 2022	Single Family Residential	$3,743		$1,908		$1,607		$450,000	4.7%
Newark, NJ	January 2022	Townhouse	$3,743		$1,865		$1,571		$440,000	16.9%
Newark, NJ	February 2022	All Residential	$3,858	35.7%	$1,960	22.3%	$1,651	22.3%	$445,000	8.5%
Newark, NJ	February 2022	Condo/Co-op	$3,858	35.7%	$1,053	11.8%	$887	11.8%	$239,000	-0.8%
Newark, NJ	February 2022	Multi-Family (2-4 Unit)	$3,858	35.7%	$2,114	28.8%	$1,781	28.8%	$480,000	14.3%
Newark, NJ	February 2022	Single Family Residential	$3,858	35.7%	$1,938	19.5%	$1,632	19.5%	$440,000	6.0%
Newark, NJ	February 2022	Townhouse	$3,858	35.7%	$1,366	-4.3%	$1,150	-4.3%	$310,000	-15.1%
Newark, NJ	March 2022	All Residential	$3,870	35.1%	$2,173	26.4%	$1,830	26.4%	$469,500	10.5%
Newark, NJ	March 2022	Condo/Co-op	$3,870	35.1%	$1,201	29.1%	$1,012	29.1%	$259,500	12.8%
Newark, NJ	March 2022	Multi-Family (2-4 Unit)	$3,870	35.1%	$2,315	34.6%	$1,949	34.6%	$500,000	17.6%
Newark, NJ	March 2022	Single Family Residential	$3,870	35.1%	$2,176	22.2%	$1,832	22.2%	$470,000	6.8%
Newark, NJ	March 2022	Townhouse	$3,870	35.1%	$2,118	39.6%	$1,783	39.6%	$457,500	22.0%
Newark, NJ	April 2022	All Residential	$3,925	28.0%	$2,445	34.6%	$2,059	34.6%	$480,500	6.8%
Newark, NJ	April 2022	Condo/Co-op	$3,925	28.0%	$1,376	33.7%	$1,159	33.7%	$270,500	6.0%
Newark, NJ	April 2022	Multi-Family (2-4 Unit)	$3,925	28.0%	$2,671	50.4%	$2,250	50.4%	$525,000	19.3%
Newark, NJ	April 2022	Single Family Residential	$3,925	28.0%	$2,468	34.1%	$2,078	34.1%	$485,000	6.4%
Newark, NJ	April 2022	Townhouse	$3,925	28.0%	$2,035	36.7%	$1,714	36.7%	$400,000	8.4%
Newark, NJ	May 2022	All Residential	$4,008	24.4%	$2,696	48.7%	$2,270	48.7%	$515,000	13.2%
Newark, NJ	May 2022	Condo/Co-op	$4,008	24.4%	$1,489	61.3%	$1,254	61.3%	$284,500	22.8%
Newark, NJ	May 2022	Multi-Family (2-4 Unit)	$4,008	24.4%	$2,696	50.3%	$2,270	50.3%	$515,000	14.4%
Newark, NJ	May 2022	Single Family Residential	$4,008	24.4%	$2,769	47.5%	$2,332	47.5%	$529,000	12.3%
Newark, NJ	May 2022	Townhouse	$4,008	24.4%	$2,358	53.7%	$1,985	53.7%	$450,450	17.0%
Newark, NJ	June 2022	All Residential	$4,157	26.5%	$2,973	51.4%	$2,504	51.4%	$550,000	11.9%
Newark, NJ	June 2022	Condo/Co-op	$4,157	26.5%	$1,649	36.2%	$1,388	36.2%	$305,000	0.7%
Newark, NJ	June 2022	Multi-Family (2-4 Unit)	$4,157	26.5%	$2,811	53.0%	$2,367	53.0%	$520,000	13.0%
Newark, NJ	June 2022	Single Family Residential	$4,157	26.5%	$3,032	51.0%	$2,553	51.0%	$560,858	11.6%
Newark, NJ	June 2022	Townhouse	$4,157	26.5%	$2,230	29.7%	$1,878	29.7%	$412,500	-4.2%
Oakland, CA	February 2021	All Residential	$3,044		$3,225		$2,715		$825,000	17.5%
Oakland, CA	February 2021	Condo/Co-op	$3,044		$2,042		$1,720		$522,500	0.5%
Oakland, CA	February 2021	Multi-Family (2-4 Unit)	$3,044		$3,694		$3,110		$945,000	0.3%
Oakland, CA	February 2021	Single Family Residential	$3,044		$3,674		$3,094		$940,000	23.7%
Oakland, CA	February 2021	Townhouse	$3,044		$2,986		$2,515		$764,000	3.9%
Oakland, CA	March 2021	All Residential	$3,127		$3,601		$3,033		$890,000	17.6%
Oakland, CA	March 2021	Condo/Co-op	$3,127		$2,225		$1,874		$550,000	1.2%
Oakland, CA	March 2021	Multi-Family (2-4 Unit)	$3,127		$3,652		$3,075		$902,500	-8.1%
Oakland, CA	March 2021	Single Family Residential	$3,127		$4,148		$3,493		$1,025,000	22.8%
Oakland, CA	March 2021	Townhouse	$3,127		$3,108		$2,617		$768,000	5.9%
Oakland, CA	April 2021	All Residential	$3,190		$3,834		$3,229		$950,000	18.8%
Oakland, CA	April 2021	Condo/Co-op	$3,190		$2,345		$1,975		$581,000	8.6%
Oakland, CA	April 2021	Multi-Family (2-4 Unit)	$3,190		$3,673		$3,093		$910,000	8.0%
Oakland, CA	April 2021	Single Family Residential	$3,190		$4,722		$3,977		$1,170,000	32.2%
Oakland, CA	April 2021	Townhouse	$3,190		$3,209		$2,702		$795,000	8.7%
Oakland, CA	May 2021	All Residential	$3,217		$3,905		$3,288		$980,000	29.8%
Oakland, CA	May 2021	Condo/Co-op	$3,217		$2,391		$2,013		$600,000	22.4%
Oakland, CA	May 2021	Multi-Family (2-4 Unit)	$3,217		$3,786		$3,188		$950,000	14.2%
Oakland, CA	May 2021	Single Family Residential	$3,217		$4,702		$3,960		$1,180,000	46.6%
Oakland, CA	May 2021	Townhouse	$3,217		$3,268		$2,752		$820,000	26.2%
Oakland, CA	June 2021	All Residential	$3,348		$3,835		$3,230		$960,000	20.3%
Oakland, CA	June 2021	Condo/Co-op	$3,348		$2,315		$1,950		$579,500	13.2%
Oakland, CA	June 2021	Multi-Family (2-4 Unit)	$3,348		$3,995		$3,364		$1,000,000	0.0%
Oakland, CA	June 2021	Single Family Residential	$3,348		$4,594		$3,869		$1,150,000	32.9%
Oakland, CA	June 2021	Townhouse	$3,348		$3,218		$2,710		$805,500	15.1%
Oakland, CA	July 2021	All Residential	$3,546		$3,801		$3,201		$965,000	19.1%
Oakland, CA	July 2021	Condo/Co-op	$3,546		$2,363		$1,990		$600,000	8.1%
Oakland, CA	July 2021	Multi-Family (2-4 Unit)	$3,546		$4,333		$3,649		$1,100,000	9.2%
Oakland, CA	July 2021	Single Family Residential	$3,546		$4,530		$3,815		$1,150,000	27.8%
Oakland, CA	July 2021	Townhouse	$3,546		$3,265		$2,750		$829,000	17.2%
Oakland, CA	August 2021	All Residential	$3,529		$3,688		$3,106		$940,000	13.3%
Oakland, CA	August 2021	Condo/Co-op	$3,529		$2,354		$1,983		$600,000	4.9%
Oakland, CA	August 2021	Multi-Family (2-4 Unit)	$3,529		$3,894		$3,279		$992,500	4.5%
Oakland, CA	August 2021	Single Family Residential	$3,529		$4,316		$3,635		$1,100,000	18.9%
Oakland, CA	August 2021	Townhouse	$3,529		$3,112		$2,620		$793,000	15.1%
Oakland, CA	September 2021	All Residential	$3,444		$3,697		$3,113		$935,000	12.7%
Oakland, CA	September 2021	Condo/Co-op	$3,444		$2,432		$2,048		$615,000	8.8%
Oakland, CA	September 2021	Multi-Family (2-4 Unit)	$3,444		$4,448		$3,746		$1,125,000	21.9%
Oakland, CA	September 2021	Single Family Residential	$3,444		$4,251		$3,580		$1,075,000	18.1%
Oakland, CA	September 2021	Townhouse	$3,444		$3,183		$2,681		$805,000	8.6%
Oakland, CA	October 2021	All Residential	$3,314		$3,779		$3,182		$935,000	14.0%
Oakland, CA	October 2021	Condo/Co-op	$3,314		$2,417		$2,035		$598,000	4.0%
Oakland, CA	October 2021	Multi-Family (2-4 Unit)	$3,314		$4,076		$3,432		$1,008,500	5.1%
Oakland, CA	October 2021	Single Family Residential	$3,314		$4,332		$3,648		$1,072,000	18.8%
Oakland, CA	October 2021	Townhouse	$3,314		$3,435		$2,893		$850,000	19.7%
Oakland, CA	November 2021	All Residential	$3,375		$3,657		$3,080		$905,000	7.7%
Oakland, CA	November 2021	Condo/Co-op	$3,375		$2,342		$1,972		$579,500	4.9%
Oakland, CA	November 2021	Multi-Family (2-4 Unit)	$3,375		$4,209		$3,545		$1,041,613	8.3%
Oakland, CA	November 2021	Single Family Residential	$3,375		$4,175		$3,515		$1,033,000	11.3%
Oakland, CA	November 2021	Townhouse	$3,375		$3,344		$2,816		$827,500	18.0%
Oakland, CA	December 2021	All Residential	$3,520		$3,550		$2,989		$875,000	8.0%
Oakland, CA	December 2021	Condo/Co-op	$3,520		$2,272		$1,913		$560,000	3.7%
Oakland, CA	December 2021	Multi-Family (2-4 Unit)	$3,520		$4,259		$3,587		$1,050,000	6.9%
Oakland, CA	December 2021	Single Family Residential	$3,520		$3,955		$3,331		$975,000	9.6%
Oakland, CA	December 2021	Townhouse	$3,520		$3,245		$2,733		$800,000	10.3%
Oakland, CA	January 2022	All Residential	$3,564		$3,646		$3,070		$860,000	7.5%
Oakland, CA	January 2022	Condo/Co-op	$3,564		$2,374		$1,999		$560,000	8.5%
Oakland, CA	January 2022	Multi-Family (2-4 Unit)	$3,564		$3,974		$3,347		$937,500	3.2%
Oakland, CA	January 2022	Single Family Residential	$3,564		$4,070		$3,427		$960,000	7.6%
Oakland, CA	January 2022	Townhouse	$3,564		$3,455		$2,910		$815,000	11.6%
Oakland, CA	February 2022	All Residential	$3,535	16.1%	$4,048	25.5%	$3,409	25.5%	$919,000	11.4%
Oakland, CA	February 2022	Condo/Co-op	$3,535	16.1%	$2,537	24.2%	$2,137	24.2%	$576,000	10.2%
Oakland, CA	February 2022	Multi-Family (2-4 Unit)	$3,535	16.1%	$4,956	34.2%	$4,173	34.2%	$1,125,000	19.0%
Oakland, CA	February 2022	Single Family Residential	$3,535	16.1%	$4,819	31.2%	$4,058	31.2%	$1,094,000	16.4%
Oakland, CA	February 2022	Townhouse	$3,535	16.1%	$3,744	25.4%	$3,153	25.4%	$850,000	11.3%
Oakland, CA	March 2022	All Residential	$3,584	14.6%	$4,536	26.0%	$3,820	26.0%	$980,000	10.1%
Oakland, CA	March 2022	Condo/Co-op	$3,584	14.6%	$2,856	28.3%	$2,405	28.3%	$617,000	12.2%
Oakland, CA	March 2022	Multi-Family (2-4 Unit)	$3,584	14.6%	$4,543	24.4%	$3,826	24.4%	$981,500	8.8%
Oakland, CA	March 2022	Single Family Residential	$3,584	14.6%	$5,416	30.6%	$4,561	30.6%	$1,170,000	14.1%
Oakland, CA	March 2022	Townhouse	$3,584	14.6%	$4,083	31.4%	$3,438	31.4%	$882,000	14.8%
Oakland, CA	April 2022	All Residential	$3,698	15.9%	$5,521	44.0%	$4,649	44.0%	$1,085,000	14.2%
Oakland, CA	April 2022	Condo/Co-op	$3,698	15.9%	$3,256	38.9%	$2,742	38.9%	$640,000	10.2%
Oakland, CA	April 2022	Multi-Family (2-4 Unit)	$3,698	15.9%	$5,994	63.2%	$5,047	63.2%	$1,178,000	29.5%
Oakland, CA	April 2022	Single Family Residential	$3,698	15.9%	$6,449	36.6%	$5,431	36.6%	$1,267,500	8.3%
Oakland, CA	April 2022	Townhouse	$3,698	15.9%	$4,984	55.3%	$4,197	55.3%	$979,500	23.2%
Oakland, CA	May 2022	All Residential	$3,752	16.6%	$5,601	43.4%	$4,716	43.4%	$1,070,000	9.2%
Oakland, CA	May 2022	Condo/Co-op	$3,752	16.6%	$3,376	41.2%	$2,843	41.2%	$645,000	7.5%
Oakland, CA	May 2022	Multi-Family (2-4 Unit)	$3,752	16.6%	$6,019	59.0%	$5,069	59.0%	$1,150,000	21.1%
Oakland, CA	May 2022	Single Family Residential	$3,752	16.6%	$6,653	41.5%	$5,602	41.5%	$1,271,000	7.7%
Oakland, CA	May 2022	Townhouse	$3,752	16.6%	$4,842	48.2%	$4,077	48.2%	$925,000	12.8%
Oakland, CA	June 2022	All Residential	$3,812	13.9%	$5,541	44.5%	$4,666	44.5%	$1,025,000	6.8%
Oakland, CA	June 2022	Condo/Co-op	$3,812	13.9%	$3,281	41.7%	$2,763	41.7%	$607,000	4.7%
Oakland, CA	June 2022	Multi-Family (2-4 Unit)	$3,812	13.9%	$6,433	61.0%	$5,417	61.0%	$1,190,000	19.0%
Oakland, CA	June 2022	Single Family Residential	$3,812	13.9%	$6,487	41.2%	$5,463	41.2%	$1,200,000	4.3%
Oakland, CA	June 2022	Townhouse	$3,812	13.9%	$4,960	54.1%	$4,177	54.1%	$917,500	13.9%
Orlando, FL	February 2021	All Residential	$1,596		$1,171		$986		$299,513	13.0%
Orlando, FL	February 2021	Condo/Co-op	$1,596		$578		$487		$148,000	3.1%
Orlando, FL	February 2021	Multi-Family (2-4 Unit)	$1,596		$1,075		$905		$275,000	22.2%
Orlando, FL	February 2021	Single Family Residential	$1,596		$1,270		$1,070		$325,000	14.0%
Orlando, FL	February 2021	Townhouse	$1,596		$975		$821		$249,528	8.5%
Orlando, FL	March 2021	All Residential	$1,606		$1,214		$1,022		$300,000	11.5%
Orlando, FL	March 2021	Condo/Co-op	$1,606		$627		$528		$155,000	9.8%
Orlando, FL	March 2021	Multi-Family (2-4 Unit)	$1,606		$1,106		$931		$273,250	-13.4%
Orlando, FL	March 2021	Single Family Residential	$1,606		$1,335		$1,124		$330,000	15.1%
Orlando, FL	March 2021	Townhouse	$1,606		$1,024		$862		$253,000	8.6%
Orlando, FL	April 2021	All Residential	$1,710		$1,251		$1,054		$310,000	12.7%
Orlando, FL	April 2021	Condo/Co-op	$1,710		$618		$520		$153,000	2.3%
Orlando, FL	April 2021	Multi-Family (2-4 Unit)	$1,710		$1,130		$951		$279,950	20.7%
Orlando, FL	April 2021	Single Family Residential	$1,710		$1,376		$1,159		$341,000	16.0%
